"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"417",417,417,"Taudiere, Adrien",3,"Univ Paul Valery Montpellier 3, CEFE, Univ Montpellier, EPHE,CNRS,IRD, Montpellier, France.","univ paul valery montpellier 3","cefe",NA,"ird","montpellier","france",NA,NA,"0000-0003-1088-1182","WOS:000538111800009",82,"J","2020","WILEY"
"418",418,418,"Violle, Cyrille",2,"Univ Paul Valery Montpellier 3, CEFE, Univ Montpellier, EPHE,CNRS,IRD, Montpellier, France.","univ paul valery montpellier 3","cefe",NA,"ird","montpellier","france",NA,NA,NA,"WOS:000538111800009",82,"J","2020","WILEY"
"419",419,419,"Biget, Marine",4,"Univ Rennes, CNRS, Ecobio, UMR 6553, Ave Gen Leclerc, F-35042 Rennes, France.","univ rennes","cnrs","35042"," rennes",NA,"france",NA,NA,NA,"WOS:000538111800022",83,"J","2020","WILEY"
"420",420,420,"Brunelliere, Philomene",3,"Univ Rennes, CNRS, Ecobio, UMR 6553, Ave Gen Leclerc, F-35042 Rennes, France.","univ rennes","cnrs","35042"," rennes",NA,"france",NA,NA,NA,"WOS:000538111800022",83,"J","2020","WILEY"
"421",421,421,"Coudouel, Sophie",5,"Univ Rennes, CNRS, Ecobio, UMR 6553, Ave Gen Leclerc, F-35042 Rennes, France.","univ rennes","cnrs","35042"," rennes",NA,"france",NA,NA,NA,"WOS:000538111800022",83,"J","2020","WILEY"
"422",422,422,"Mony, Cendrine",1,"Univ Rennes, CNRS, Ecobio, UMR 6553, Ave Gen Leclerc, F-35042 Rennes, France.","univ rennes","cnrs","35042"," rennes",NA,"france",NA,NA,NA,"WOS:000538111800022",83,"J","2020","WILEY"
"423",423,423,"Vandenkoornhuyse, Philippe",6,"Univ Rennes, CNRS, Ecobio, UMR 6553, Ave Gen Leclerc, F-35042 Rennes, France.","univ rennes","cnrs","35042"," rennes",NA,"france",NA,NA,NA,"WOS:000538111800022",83,"J","2020","WILEY"
"424",424,424,"Vannier, Nathan",2,"Univ Rennes, CNRS, Ecobio, UMR 6553, Ave Gen Leclerc, F-35042 Rennes, France.","univ rennes","cnrs","35042"," rennes",NA,"france",NA,NA,NA,"WOS:000538111800022",83,"J","2020","WILEY"
"425",425,425,"Benstead, Jonathan P.",2,"Univ Alabama, Dept Biol Sci, Tuscaloosa, AL 35487 USA.","univ alabama","dept biol sci","35487","tuscaloosa","al","usa",NA,NA,NA,"WOS:000538111800019",84,"J","2020","WILEY"
"426",426,426,"Cross, Wyatt F.",4,"Montana State Univ, Dept Ecol, Bozeman, MT 59717 USA.","montana state univ","dept ecol","59717","bozeman","mt","usa",NA,NA,NA,"WOS:000538111800019",84,"J","2020","WILEY"
"427",427,427,"Gislason, Gisli M.",8,"Univ Iceland, Inst Life & Environm Sci, Reykjavik, Iceland.","univ iceland",NA,NA,"inst life & environm sci","reykjavik","iceland",NA,"B-2109-2008","0000-0001-8507-1796","WOS:000538111800019",84,"J","2020","WILEY"
"428",428,428,"Hood, James M.",5,"Ohio State Univ, Aquat Ecol Lab, Dept Evolut Ecol & Organismal Biol, Columbus, OH 43212 USA.","ohio state univ","dept evolut ecol & organismal biol","43212","columbus","oh","usa",NA,NA,NA,"WOS:000538111800019",84,"J","2020","WILEY"
"429",429,429,"Huryn, Alexander D.",3,"Univ Alabama, Dept Biol Sci, Tuscaloosa, AL 35487 USA.","univ alabama","dept biol sci","35487","tuscaloosa","al","usa",NA,NA,NA,"WOS:000538111800019",84,"J","2020","WILEY"
"430",430,430,"Johnson, Philip W.",6,"Univ Alabama, Dept Civil Construct & Environm Engn, Tuscaloosa, AL 35487 USA.","univ alabama","dept civil construct & environm engn","35487","tuscaloosa","al","usa",NA,NA,NA,"WOS:000538111800019",84,"J","2020","WILEY"
"431",431,431,"Junker, Jim",7,"Montana State Univ, Dept Ecol, Bozeman, MT 59717 USA.","montana state univ","dept ecol","59717","bozeman","mt","usa",NA,NA,"0000-0001-9713-2330","WOS:000538111800019",84,"J","2020","WILEY"
"432",432,432,"Nelson, Daniel",1,"Univ Alabama, Dept Biol Sci, Tuscaloosa, AL 35487 USA.","univ alabama","dept biol sci","35487","tuscaloosa","al","usa",NA,NA,NA,"WOS:000538111800019",84,"J","2020","WILEY"
"433",433,433,"Olafsson, Jon S.",9,"Marine & Freshwater Res Inst, Reykjavik, Iceland.","marine & freshwater res inst","marine & freshwater res inst",NA,"reykjavik",NA,"iceland",NA,NA,NA,"WOS:000538111800019",84,"J","2020","WILEY"
"434",434,434,"Bulleri, Fabio",2,"Univ Pisa, Dipartimento Biol, Via Derna 1, I-56126 Pisa, Italy.","univ pisa","dipartimento biol","56126"," pisa",NA,"italy",NA,NA,NA,"WOS:000538111800003",85,"J","2020","WILEY"
"435",435,435,"Gribben, Paul E.",4,"Univ New South Wales, Sch Biol Earth & Environm Sci, Ctr Marine Sci & Innovat, Sydney, NSW 2052, Australia.","univ new south wales","sch biol earth & environm sci",NA,"sydney","nsw ","australia",NA,NA,NA,"WOS:000538111800003",85,"J","2020","WILEY"
"436",436,436,"Uya, Marc",1,"Univ Pisa, Dipartimento Biol, Via Derna 1, I-56126 Pisa, Italy.","univ pisa","dipartimento biol","56126"," pisa",NA,"italy",NA,NA,NA,"WOS:000538111800003",85,"J","2020","WILEY"
"437",437,437,"Wright, Jeffrey T.",3,"Univ Tasmania, Inst Marine & Antarctic Studies, Private Bag 129, Hobart, Tas 7001, Australia.","univ tasmania","inst marine & antarctic studies",NA,"hobart","tas ","australia",NA,"J-7536-2014","0000-0002-1085-4582","WOS:000538111800003",85,"J","2020","WILEY"
"438",438,438,"Larsen, Megan L.",3,"Indiana Univ, Dept Biol, Bloomington, IN 47405 USA.","indiana univ","dept biol","47405","bloomington","in","usa",NA,NA,"0000-0002-4155-1293","WOS:000538111800024",86,"J","2020","WILEY"
"439",439,439,"Lennon, Jay T.",5,"Indiana Univ, Dept Biol, Bloomington, IN 47405 USA.","indiana univ","dept biol","47405","bloomington","in","usa",NA,NA,NA,"WOS:000538111800024",86,"J","2020","WILEY"
"440",440,440,"Muscarella, Mario E.",2,"Indiana Univ, Dept Biol, Bloomington, IN 47405 USA.","indiana univ","dept biol","47405","bloomington","in","usa",NA,NA,NA,"WOS:000538111800024",86,"J","2020","WILEY"
"441",441,441,"Peralta, Ariane L.",4,"Indiana Univ, Dept Biol, Bloomington, IN 47405 USA.","indiana univ","dept biol","47405","bloomington","in","usa",NA,NA,NA,"WOS:000538111800024",86,"J","2020","WILEY"
"442",442,442,"Wisnoski, Nathan I.",1,"Indiana Univ, Dept Biol, Bloomington, IN 47405 USA.","indiana univ","dept biol","47405","bloomington","in","usa",NA,NA,"0000-0002-2929-5231","WOS:000538111800024",86,"J","2020","WILEY"
"443",443,443,"Gouhier, Tarik C.",2,"Northeastern Univ, Ctr Marine Sci, Marine & Environm Sci, Nahant, MA 01908 USA.","northeastern univ","marine & environm sci","01908","nahant","ma","usa",NA,NA,"0000-0002-9537-7358","WOS:000538111800013",87,"J","2020","WILEY"
"444",444,444,"Hughes, A. Randall",3,"Northeastern Univ, Ctr Marine Sci, Marine & Environm Sci, Nahant, MA 01908 USA.","northeastern univ","marine & environm sci","01908","nahant","ma","usa",NA,NA,"0000-0001-5072-7310","WOS:000538111800013",87,"J","2020","WILEY"
"445",445,445,"Yeager, Mallarie E.",1,"Northeastern Univ, Ctr Marine Sci, Marine & Environm Sci, Nahant, MA 01908 USA.","northeastern univ","marine & environm sci","01908","nahant","ma","usa",NA,NA,NA,"WOS:000538111800013",87,"J","2020","WILEY"
"446",446,446,"del Giorgio, Paul A.",3,"Univ Montreal, Grp Interuniv Res Linmol & Aquat Environm GRIL, CP 6128,Succ Ctr Ville, Montreal, PQ H3C 3J7, Canada.","univ montreal","grp interuniv res linmol & aquat environm gril"," h3c 3j7","pq",NA,"canada",NA,"AAD-1315-2019","0000-0003-1866-8159","WOS:000522747000001",88,"J","2020","WILEY"
"447",447,447,"Grosbois, Guillaume",1,"Univ Montreal, Grp Interuniv Res Linmol & Aquat Environm GRIL, CP 6128,Succ Ctr Ville, Montreal, PQ H3C 3J7, Canada.","univ montreal","grp interuniv res linmol & aquat environm gril"," h3c 3j7","pq",NA,"canada",NA,"M-8097-2019","0000-0002-1306-8528","WOS:000522747000001",88,"J","2020","WILEY"
"448",448,448,"Rautio, Milla",4,"Univ Montreal, Grp Interuniv Res Linmol & Aquat Environm GRIL, CP 6128,Succ Ctr Ville, Montreal, PQ H3C 3J7, Canada.","univ montreal","grp interuniv res linmol & aquat environm gril"," h3c 3j7","pq",NA,"canada",NA,NA,NA,"WOS:000522747000001",88,"J","2020","WILEY"
"449",449,449,"Vachon, Dominic",2,"Umea Univ, Dept Ecol & Environm Sci, Linnaeus Vag 4-6, S-90736 Umea, Sweden.","umea univ","dept ecol & environm sci","90736"," umea",NA,"sweden",NA,NA,"0000-0003-1157-5240","WOS:000522747000001",88,"J","2020","WILEY"
"450",450,450,"Cenzer, Meredith L.",2,"Univ Calif Davis, Dept Entomol & Nematol, Davis, CA 95616 USA.","univ calif davis","dept entomol & nematol","95616","davis","ca","usa",NA,NA,NA,"WOS:000523353300001",89,"J",NA,"WILEY"
"451",451,451,"Hall, Griffin W.",4,"Univ Calif Davis, Dept Entomol & Nematol, Davis, CA 95616 USA.","univ calif davis","dept entomol & nematol","95616","davis","ca","usa",NA,NA,NA,"WOS:000523353300001",89,"J",NA,"WILEY"
"452",452,452,"Morgan, Laura J.",3,"Univ Calif Davis, Dept Entomol & Nematol, Davis, CA 95616 USA.","univ calif davis","dept entomol & nematol","95616","davis","ca","usa",NA,NA,NA,"WOS:000523353300001",89,"J",NA,"WILEY"
"453",453,453,"Yang, Louie H.",1,"Univ Calif Davis, Dept Entomol & Nematol, Davis, CA 95616 USA.","univ calif davis","dept entomol & nematol","95616","davis","ca","usa",NA,NA,"0000-0002-9237-5357","WOS:000523353300001",89,"J",NA,"WILEY"
"454",454,454,"McCain, Christy M.",2,"Univ Colorado, Ecol & Evolutionary Biol, Boulder, CO 80309 USA.","univ colorado","ecol & evolutionary biol","80309","boulder","co","usa",NA,NA,NA,"WOS:000522738400001",90,"J","2020","WILEY"
"455",455,455,"Vagle, Grant L.",1,"Univ Colorado, Ecol & Evolutionary Biol, Boulder, CO 80309 USA.","univ colorado","ecol & evolutionary biol","80309","boulder","co","usa",NA,NA,"0000-0003-0599-3059","WOS:000522738400001",90,"J","2020","WILEY"
"456",456,456,"Hays, Graeme C.",6,"Deakin Univ, Sch Life & Environm Sci, Geelong, Vic 3280, Australia.","deakin univ","sch life & environm sci",NA,"geelong","vic ","australia",NA,NA,NA,"WOS:000522300700001",91,"J",NA,"WILEY"
"457",457,457,"Katselidis, Kostas A.",5,"Natl Marine Pk Zakynthos, 1 Eleftheriou Venizelou St, GR-29100 Zakynthos, Greece.","natl marine pk zakynthos","1 eleftheriou venizelou st","29100"," zakynthos",NA,"greece",NA,NA,"0000-0001-9845-7444","WOS:000522300700001",91,"J",NA,"WILEY"
"458",458,458,"Klaassen, Marcel",2,"Deakin Univ, Sch Life & Environm Sci, Geelong, Vic 3280, Australia.","deakin univ","sch life & environm sci",NA,"geelong","vic ","australia",NA,NA,NA,"WOS:000522300700001",91,"J",NA,"WILEY"
"459",459,459,"Lilley, Martin K. S.",4,"Univ Exeter, Coll Life & Environm Sci, Geoffrey Pope Bldg,Stocker Rd, Exeter EX4 4QD, Devon, England.","univ exeter","coll life & environm sci","ex4 4qd","exeter ","devon","england",NA,NA,NA,"WOS:000522300700001",91,"J",NA,"WILEY"
"460",460,460,"Papafitsoros, Kostas",3,"Weierstrass Inst Appl Anal & Stochast, Mohrenstr 39, D-10117 Berlin, Germany.","weierstrass inst appl anal & stochast","weierstrass inst appl anal & stochast","10117"," berlin",NA,"germany",NA,NA,NA,"WOS:000522300700001",91,"J",NA,"WILEY"
"461",461,461,"Schofield, Gail",1,"Queen Mary Univ London, Sch Biol & Chem Sci, London E1 4NS, England.","queen mary univ london","sch biol & chem sci","e1 4ns","london ",NA,"england",NA,NA,NA,"WOS:000522300700001",91,"J",NA,"WILEY"
"462",462,462,"Morris, Douglas W.",1,"Lakehead Univ, Dept Biol, Thunder Bay, ON P7B 5E1, Canada.","lakehead univ","dept biol"," p7b 5e1","on",NA,"canada",NA,NA,"0000-0003-4515-9261","WOS:000522283700001",92,"J",NA,"WILEY"
"463",463,463,"Hawlena, D.",2,"Hebrew Univ Jerusalem, Alexander Silberman Inst Life Sci, Dept Ecol Evolut & Behav, IL-91904 Jerusalem, Israel.","hebrew univ jerusalem","alexander silberman inst life sci","91904"," jerusalem",NA,"israel",NA,NA,NA,"WOS:000522306400001",93,"J",NA,"WILEY"
"464",464,464,"Rinehart, S.",1,"Hebrew Univ Jerusalem, Alexander Silberman Inst Life Sci, Dept Ecol Evolut & Behav, IL-91904 Jerusalem, Israel.","hebrew univ jerusalem","alexander silberman inst life sci","91904"," jerusalem",NA,"israel",NA,NA,NA,"WOS:000522306400001",93,"J",NA,"WILEY"
"465",465,465,"de la Pena, Martin R.",2,"Tres de Febrero 1870, RA-3080 Esperanza, Argentina.","tres de febrero 1870",NA,"3080"," esperanza",NA,"argentina",NA,NA,NA,"WOS:000522281500001",94,"J",NA,"WILEY"
"466",466,466,"Schaaf, Alejandro A.",1,"Univ Nacl Jujuy, CONICET, Inst Ecorreg Andinas INECOA, Av Bolivia 1239, RA-4600 San Salvador De Jujuy, Jujuy, Argentina.","univ nacl jujuy","conicet","4600"," san salvador de jujuy","jujuy","argentina",NA,NA,NA,"WOS:000522281500001",94,"J",NA,"WILEY"
"467",467,467,"Cecala, Jacob M.",1,"Univ Calif Riverside, Dept Entomol, Riverside, CA 92521 USA.","univ calif riverside","dept entomol","92521","riverside","ca","usa",NA,NA,"0000-0002-6224-8517","WOS:000522308000001",95,"J","2020","WILEY"
"468",468,468,"Rankin, Erin E. Wilson",2,"Univ Calif Riverside, Dept Entomol, Riverside, CA 92521 USA.","univ calif riverside","dept entomol","92521","riverside","ca","usa",NA,NA,NA,"WOS:000522308000001",95,"J","2020","WILEY"
"469",469,469,"Bearup, Daniel",2,"Univ Kent, Sch Math Stat & Actuarial Sci, Parkwood Rd, Canterbury CT2 7FS, Kent, England.","univ kent","sch math stat & actuarial sci","ct2 7fs","canterbury ","kent","england",NA,NA,NA,"WOS:000522281600001",96,"J","2020","WILEY"
"470",470,470,"Fagan, William F.",3,"Univ Maryland, Dept Biol, College Pk, MD 20742 USA.","univ maryland","dept biol","20742","college pk","md","usa",NA,NA,NA,"WOS:000522281600001",96,"J","2020","WILEY"
"471",471,208,"Liao, Jinbao",1,"Jiangxi Normal Univ, Sch Geog & Environm, Key Lab Poyang Lake Wetland & Watershed Res, Minist Educ, Ziyang Rd 99, Nanchang 330022, Jiangxi, Peoples R China.","jiangxi normal univ","sch geog & environm"," 33002","nanchang","jiangxi","peoples r china",NA,NA,"0000-0002-9520-3235","WOS:000522281600001",96,"J","2020","WILEY"
"472",472,472,"Arkilanian, A. A.",1,"McGill Univ, Dept Biol, Montreal, PQ H3A 1B1, Canada.","mcgill univ","dept biol"," h3a 1b1","pq",NA,"canada",NA,NA,"0000-0002-5427-2867","WOS:000522276900001",97,"J",NA,"WILEY"
"473",473,473,"Baruah, G.",4,"Univ Zurich, Dept Evolutionary Biol & Environm Studies, Winterthurerstr 30, CH-8057 Zurich, Switzerland.","univ zurich","dept evolutionary biol & environm studies","8057"," zurich",NA,"switzerland",NA,NA,NA,"WOS:000522276900001",97,"J",NA,"WILEY"
"474",474,474,"Clements, C. F.",2,"Univ Zurich, Dept Evolutionary Biol & Environm Studies, Winterthurerstr 30, CH-8057 Zurich, Switzerland.","univ zurich","dept evolutionary biol & environm studies","8057"," zurich",NA,"switzerland",NA,NA,"0000-0001-5677-5401","WOS:000522276900001",97,"J",NA,"WILEY"
"475",475,475,"Ozgul, A.",3,"Univ Zurich, Dept Evolutionary Biol & Environm Studies, Winterthurerstr 30, CH-8057 Zurich, Switzerland.","univ zurich","dept evolutionary biol & environm studies","8057"," zurich",NA,"switzerland",NA,NA,NA,"WOS:000522276900001",97,"J",NA,"WILEY"
"476",476,476,"Castaneda-Moya, Edward",3,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,"0000-0001-7759-4351","WOS:000521806700001",98,"J","2020","WILEY"
"477",477,477,"Davis, Stephen E.",4,"Everglades Fdn, Palmetto Bay, FL 33157 USA.","everglades fdn",NA,"33157","palmetto bay","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"478",478,478,"Dessu, Shimelis B.",5,"Florida Int Univ, Inst Environm, Southeast Environm Res Ctr, Miami, FL 33199 USA.","florida int univ","southeast environm res ctr","33199","miami","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"479",479,479,"Gaiser, Evelyn E.",2,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"480",480,480,"Julian, Paul, II",6,"Univ Florida, Whitney Lab Marine Biosci, Gainesville, FL 32611 USA.","univ florida","whitney lab marine biosci","32611","gainesville","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"481",481,481,"Kominoski, John S.",1,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,"0000-0002-0978-3326","WOS:000521806700001",98,"J","2020","WILEY"
"482",482,482,"Lee, Dong Yoon",7,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"483",483,483,"Marazzi, Luca",8,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"484",484,484,"Rivera-Monroy, Victor H.",9,"Louisiana State Univ, Coll Coast & Environm, Dept Oceanog & Coastal Sci, Baton Rouge, LA 70803 USA.","louisiana state univ","dept oceanog & coastal sci","70803","baton rouge","la","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"485",485,485,"Sola, Andres",10,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"486",486,486,"Stingl, Ulrich",11,"Univ Florida, Inst Food & Agr Sci, Davie, FL 33314 USA.","univ florida","inst food & agr sci","33314","davie","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"487",487,487,"Stumpf, Sandro",12,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"488",488,488,"Surratt, Donatto",13,"Natl Pk Serv, Boynton Beach, FL 33437 USA.","natl pk serv",NA,"33437","boynton beach","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"489",489,489,"Travieso, Rafael",14,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"490",490,490,"Troxler, Tiffany G.",15,"Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","florida int univ","dept biol sci","33199","miami","fl","usa",NA,NA,NA,"WOS:000521806700001",98,"J","2020","WILEY"
"491",491,491,"Condit, Richard",6,"Field Museum Nat Hist, 1400 South Lake Shore Dr, Chicago, IL 60605 USA.","field museum nat hist","1400 south lake shore dr","60605","chicago","il","usa",NA,NA,NA,"WOS:000520729200001",99,"J","2020","WILEY"
"492",492,492,"D'Andrea, Rafael",1,"Univ Michigan, Dept Ecol & Evolutionary Biol, 1105 North Univ Ave,Biol Sci Bldg, Ann Arbor, MI 48109 USA.","univ michigan","biol sci bldg","48109","ann arbor","mi","usa",NA,NA,"0000-0001-9687-6178","WOS:000520729200001",99,"J","2020","WILEY"
"493",493,493,"Figueroa, Hector",4,"Univ Michigan, Dept Ecol & Evolutionary Biol, 1105 North Univ Ave,Biol Sci Bldg, Ann Arbor, MI 48109 USA.","univ michigan","biol sci bldg","48109","ann arbor","mi","usa",NA,NA,NA,"WOS:000520729200001",99,"J","2020","WILEY"
"494",494,494,"Guittar, John",2,"Univ Michigan, Dept Ecol & Evolutionary Biol, 1105 North Univ Ave,Biol Sci Bldg, Ann Arbor, MI 48109 USA.","univ michigan","biol sci bldg","48109","ann arbor","mi","usa",NA,NA,NA,"WOS:000520729200001",99,"J","2020","WILEY"
"495",495,495,"O'Dwyer, James P.",3,"Univ Illinois, Dept Plant Biol, 265 Morrill Hall,MC-116,505 South Goodwin Ave, Urbana, IL 61801 USA.","univ illinois","505 south goodwin ave","61801","urbana","il","usa",NA,NA,NA,"WOS:000520729200001",99,"J","2020","WILEY"
"496",496,496,"Ostling, Annette",7,"Univ Michigan, Dept Ecol & Evolutionary Biol, 1105 North Univ Ave,Biol Sci Bldg, Ann Arbor, MI 48109 USA.","univ michigan","biol sci bldg","48109","ann arbor","mi","usa",NA,NA,NA,"WOS:000520729200001",99,"J","2020","WILEY"
"497",497,497,"Wright, S. J.",5,"Smithsonian Trop Res Inst, Apartado 0843-03092, Balboa, Panama.","smithsonian trop res inst","smithsonian trop res inst","0843-03092","apartado ","balboa","panama",NA,"M-3311-2013","0000-0003-4260-5676","WOS:000520729200001",99,"J","2020","WILEY"
"498",498,498,"Chaguaceda, Fernando",3,"Lund Univ, Dept Biol, Aquat Ecol, Ecol Bldg, SE-22362 Lund, Sweden.","lund univ","dept biol","22362"," lund",NA,"sweden",NA,"AAO-2991-2020","0000-0002-0827-2110","WOS:000520821300001",100,"J",NA,"WILEY"
"499",499,499,"Geng, Hong",4,"Lund Univ, Dept Biol, Aquat Ecol, Ecol Bldg, SE-22362 Lund, Sweden.","lund univ","dept biol","22362"," lund",NA,"sweden",NA,NA,NA,"WOS:000520821300001",100,"J",NA,"WILEY"
"500",500,500,"Hansson, Lars-Anders",5,"Lund Univ, Dept Biol, Aquat Ecol, Ecol Bldg, SE-22362 Lund, Sweden.","lund univ","dept biol","22362"," lund",NA,"sweden",NA,NA,"0000-0002-3035-1317","WOS:000520821300001",100,"J",NA,"WILEY"
"501",501,501,"Urrutia-Cordero, Pablo",1,"Lund Univ, Dept Biol, Aquat Ecol, Ecol Bldg, SE-22362 Lund, Sweden.","lund univ","dept biol","22362"," lund",NA,"sweden",NA,NA,"0000-0001-9560-8374","WOS:000520821300001",100,"J",NA,"WILEY"
"502",502,502,"Zhang, Huan",2,"Lund Univ, Dept Biol, Aquat Ecol, Ecol Bldg, SE-22362 Lund, Sweden.","lund univ","dept biol","22362"," lund",NA,"sweden",NA,NA,NA,"WOS:000520821300001",100,"J",NA,"WILEY"
"503",503,503,"Bongers, Frans",1,"Wageningen Univ & Res, Forest Ecol & Forest Management Grp, POB 47, Wageningen, Netherlands.","wageningen univ & res","forest ecol & forest management grp",NA,"pob ","wageningen","netherlands",NA,NA,NA,"WOS:000519962400001",101,"J","2020","WILEY"
"504",504,504,"Ewango, Corneille E. N.",2,"Wageningen Univ & Res, Forest Ecol & Forest Management Grp, POB 47, Wageningen, Netherlands.","wageningen univ & res","forest ecol & forest management grp",NA,"pob ","wageningen","netherlands",NA,NA,NA,"WOS:000519962400001",101,"J","2020","WILEY"
"505",505,505,"Poorter, Lourens",4,"Wageningen Univ & Res, Forest Ecol & Forest Management Grp, POB 47, Wageningen, Netherlands.","wageningen univ & res","forest ecol & forest management grp",NA,"pob ","wageningen","netherlands",NA,NA,NA,"WOS:000519962400001",101,"J","2020","WILEY"
"506",506,506,"van der Sande, Masha T.",3,"Wageningen Univ & Res, Forest Ecol & Forest Management Grp, POB 47, Wageningen, Netherlands.","wageningen univ & res","forest ecol & forest management grp",NA,"pob ","wageningen","netherlands",NA,NA,"0000-0002-6845-2308","WOS:000519962400001",101,"J","2020","WILEY"
"507",507,507,"Harrison, Susan P.",2,"Univ Calif Davis, Dept Environm Sci & Policy, One Shields Ave, Davis, CA 95616 USA.","univ calif davis","one shields ave","95616","davis","ca","usa",NA,NA,NA,"WOS:000519961700001",102,"J","2020","WILEY"
"508",508,508,"LaForgia, Marina L.",1,"Univ Calif Davis, Dept Plant Sci, One Shields Ave, Davis, CA 95616 USA.","univ calif davis","one shields ave","95616","davis","ca","usa",NA,NA,NA,"WOS:000519961700001",102,"J","2020","WILEY"
"509",509,509,"Latimer, Andrew M.",3,"Univ Calif Davis, Dept Plant Sci, One Shields Ave, Davis, CA 95616 USA.","univ calif davis","one shields ave","95616","davis","ca","usa",NA,NA,NA,"WOS:000519961700001",102,"J","2020","WILEY"
"510",510,510,"Aguilar-Mendez, Mario J.",58,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"511",511,511,"Ahuatzin, Diana A.",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"512",512,512,"Albor, Cristopher",24,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"513",513,513,"Alcala-Martinez, Irene",33,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"514",514,514,"Antoniazzi, Reuber",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0052-3867","WOS:000517660300001",103,"J","2020","WILEY"
"515",515,515,"Aponte, Bolivar",20,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"516",516,516,"Baena, Martha L.",59,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"517",517,517,"Benitez-Malvido, Julieta",48,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"518",518,518,"Bonilla-Ramirez, Adrian",12,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"519",519,519,"Castano-Meneses, Gabriela",30,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"520",520,520,"Castillo-Guevara, Citlalli",22,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"521",521,521,"Chairez-Hernandez, Isaias",35,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"522",522,522,"Chamorro-Florescano, Ivette A.",36,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
"523",523,523,"Chavez-Gonzalez, Edgar",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-1629-3066","WOS:000517660300001",103,"J","2020","WILEY"
"524",524,524,"Coates, Rosamond",70,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000517660300001",103,"J","2020","WILEY"
